AOJABBKC_00001,1.45304
AOJABBKC_00002,2.70624
AOJABBKC_00003,1.55912
AOJABBKC_00004,0.735955
AOJABBKC_00005,0.269444
AOJABBKC_00006,0.523597
AOJABBKC_00007,0.155912
AOJABBKC_00008,0.184812
AOJABBKC_00009,0
AOJABBKC_00010,0
AOJABBKC_00011,0
AOJABBKC_00012,0.243846
AOJABBKC_00013,0.393724
AOJABBKC_00014,0.18436
AOJABBKC_00015,0
AOJABBKC_00016,0
AOJABBKC_00017,0
AOJABBKC_00018,0
AOJABBKC_00019,0.0869018
AOJABBKC_00020,32.4937
AOJABBKC_00021,1.09512
AOJABBKC_00022,4.64961
AOJABBKC_00023,0
AOJABBKC_00024,0.251699
AOJABBKC_00025,0.126302
AOJABBKC_00026,0.400186
AOJABBKC_00027,0.208773
AOJABBKC_00028,0.376888
AOJABBKC_00029,0.339147
AOJABBKC_00030,0
AOJABBKC_00031,0.537107
AOJABBKC_00032,0.267963
AOJABBKC_00033,0.200532
AOJABBKC_00034,0.858614
AOJABBKC_00035,0.317208
AOJABBKC_00036,0
AOJABBKC_00037,0
AOJABBKC_00038,0
AOJABBKC_00039,0.132094
AOJABBKC_00040,0.0576742
AOJABBKC_00041,0.358598
AOJABBKC_00042,0.381905
AOJABBKC_00043,0.730079
AOJABBKC_00044,0.0656207
AOJABBKC_00045,0.426802
AOJABBKC_00046,0
AOJABBKC_00047,0
AOJABBKC_00048,0
AOJABBKC_00049,0.0572947
AOJABBKC_00050,0
AOJABBKC_00051,0.237899
AOJABBKC_00052,0.275153
AOJABBKC_00053,0.245072
AOJABBKC_00054,0.475437
AOJABBKC_00055,0.536319
AOJABBKC_00056,0.0833948
AOJABBKC_00057,0.0745252
AOJABBKC_00058,0
AOJABBKC_00059,0
AOJABBKC_00060,0.0792739
AOJABBKC_00061,0.143214
AOJABBKC_00062,0
AOJABBKC_00063,0
AOJABBKC_00064,0.0403452
AOJABBKC_00065,0.0593012
AOJABBKC_00066,0
AOJABBKC_00067,0.309922
AOJABBKC_00068,0
AOJABBKC_00069,0
AOJABBKC_00070,0
AOJABBKC_00071,0.328634
AOJABBKC_00072,0
AOJABBKC_00073,0
AOJABBKC_00074,0
AOJABBKC_00075,0.140573
AOJABBKC_00076,0
AOJABBKC_00077,1.23885
AOJABBKC_00078,0.127136
AOJABBKC_00079,0.218893
AOJABBKC_00080,0.130819
AOJABBKC_00081,0
AOJABBKC_00082,0.0734035
AOJABBKC_00083,0
AOJABBKC_00084,0
AOJABBKC_00085,0
AOJABBKC_00086,0.377471
AOJABBKC_00087,0.189102
AOJABBKC_00088,0.34033
AOJABBKC_00089,0.0585888
AOJABBKC_00090,0
AOJABBKC_00091,0.766124
AOJABBKC_00092,0.0341139
AOJABBKC_00093,0.212966
AOJABBKC_00094,0.0677728
AOJABBKC_00095,0
AOJABBKC_00096,0.476263
AOJABBKC_00097,1.05816
AOJABBKC_00098,0.391616
AOJABBKC_00099,0.182156
AOJABBKC_00100,0.522155
AOJABBKC_00101,0.14532
AOJABBKC_00102,1.15022
AOJABBKC_00103,0
AOJABBKC_00104,0.327877
AOJABBKC_00105,0.0987232
AOJABBKC_00106,1.97776
AOJABBKC_00107,1.81074
AOJABBKC_00108,0.806104
AOJABBKC_00109,0.693731
AOJABBKC_00110,0.33276
AOJABBKC_00111,0.272962
AOJABBKC_00112,0.787448
AOJABBKC_00113,0
AOJABBKC_00114,0
AOJABBKC_00115,0.156512
AOJABBKC_00116,0.404724
AOJABBKC_00117,0.087275
AOJABBKC_00118,0
AOJABBKC_00119,0.277098
AOJABBKC_00120,0
AOJABBKC_00121,0
AOJABBKC_00122,0.257766
AOJABBKC_00123,0.0540679
AOJABBKC_00124,0
AOJABBKC_00125,0
AOJABBKC_00126,0.236438
AOJABBKC_00127,0
AOJABBKC_00128,0
AOJABBKC_00129,0.210454
AOJABBKC_00130,0.254272
AOJABBKC_00131,0.386444
AOJABBKC_00132,0.265821
AOJABBKC_00133,0.418501
AOJABBKC_00134,0.0635679
AOJABBKC_00135,0
AOJABBKC_00136,0.134647
AOJABBKC_00137,0
AOJABBKC_00138,2.5954
AOJABBKC_00139,0
AOJABBKC_00140,0.172696
AOJABBKC_00141,1.31744
AOJABBKC_00142,0.214654
AOJABBKC_00143,0
AOJABBKC_00144,0
AOJABBKC_00145,0
AOJABBKC_00146,0.474409
AOJABBKC_00147,0
AOJABBKC_00148,0.121196
AOJABBKC_00149,0.325998
AOJABBKC_00150,0.0999371
AOJABBKC_00151,0
AOJABBKC_00152,0.251388
AOJABBKC_00153,0
AOJABBKC_00154,0
AOJABBKC_00155,0.228606
AOJABBKC_00156,0.0744797
AOJABBKC_00157,0
AOJABBKC_00158,0
AOJABBKC_00159,0
AOJABBKC_00160,0.0476263
AOJABBKC_00161,0
AOJABBKC_00162,0
AOJABBKC_00163,0.042188
AOJABBKC_00164,0
AOJABBKC_00165,0.19001
AOJABBKC_00166,0
AOJABBKC_00167,0
AOJABBKC_00168,0.227469
AOJABBKC_00169,0.0795843
AOJABBKC_00170,0.116859
AOJABBKC_00171,0.235373
AOJABBKC_00172,0
AOJABBKC_00173,0.18767
AOJABBKC_00174,0.236514
AOJABBKC_00175,0
AOJABBKC_00176,0
AOJABBKC_00177,0
AOJABBKC_00178,0.969043
AOJABBKC_00179,0.129156
AOJABBKC_00180,0.449487
AOJABBKC_00181,0
AOJABBKC_00182,0.0847277
AOJABBKC_00183,0.188444
AOJABBKC_00184,0
AOJABBKC_00185,0.109643
AOJABBKC_00186,0.0943678
AOJABBKC_00187,0.139341
AOJABBKC_00188,0
AOJABBKC_00189,0.559281
AOJABBKC_00190,0.287103
AOJABBKC_00191,0.235373
AOJABBKC_00192,0.487693
AOJABBKC_00193,0.316478
AOJABBKC_00194,0.0884784
AOJABBKC_00195,0.0371038
AOJABBKC_00196,0
AOJABBKC_00197,0.391197
AOJABBKC_00198,0.146279
AOJABBKC_00199,0.269742
AOJABBKC_00200,0
AOJABBKC_00201,0.205604
AOJABBKC_00202,0.328045
AOJABBKC_00203,0.199874
AOJABBKC_00204,0
AOJABBKC_00205,0.527046
AOJABBKC_00206,0.566207
AOJABBKC_00207,0.43544
AOJABBKC_00208,0
AOJABBKC_00209,0.216432
AOJABBKC_00210,0.207529
AOJABBKC_00211,0
AOJABBKC_00212,0.243036
AOJABBKC_00213,0
AOJABBKC_00214,0
AOJABBKC_00215,0
AOJABBKC_00216,0
AOJABBKC_00217,0.341841
AOJABBKC_00218,0.174176
AOJABBKC_00219,0.229179
AOJABBKC_00220,0.0459914
AOJABBKC_00221,0.182793
AOJABBKC_00222,0
AOJABBKC_00223,0.113312
AOJABBKC_00224,0.306597
AOJABBKC_00225,0.745252
AOJABBKC_00226,0.906974
AOJABBKC_00227,0.650415
AOJABBKC_00228,0.400536
AOJABBKC_00229,0
AOJABBKC_00230,0
AOJABBKC_00231,0
AOJABBKC_00232,0.104565
AOJABBKC_00233,0
AOJABBKC_00234,0
AOJABBKC_00235,0.571337
AOJABBKC_00236,0.0717617
AOJABBKC_00237,0
AOJABBKC_00238,0.191402
AOJABBKC_00239,0
AOJABBKC_00240,0.221679
AOJABBKC_00241,0
AOJABBKC_00242,0
AOJABBKC_00243,0.052941
AOJABBKC_00244,0
AOJABBKC_00245,0
AOJABBKC_00246,0.101434
AOJABBKC_00247,0.0493616
AOJABBKC_00248,0.216688
AOJABBKC_00249,0.269444
AOJABBKC_00250,0.40506
AOJABBKC_00251,0.195599
AOJABBKC_00252,0.19665
AOJABBKC_00253,0
AOJABBKC_00254,0
AOJABBKC_00255,0
AOJABBKC_00256,0.154041
AOJABBKC_00257,0
AOJABBKC_00258,0
AOJABBKC_00259,0.579583
AOJABBKC_00260,0.463391
AOJABBKC_00261,0.0599721
AOJABBKC_00262,0.387673
AOJABBKC_00263,0.0910328
AOJABBKC_00264,0
AOJABBKC_00265,0.0751684
AOJABBKC_00266,0.0669908
AOJABBKC_00267,0
AOJABBKC_00268,0.40777
AOJABBKC_00269,0.052015
AOJABBKC_00270,0
AOJABBKC_00271,0
AOJABBKC_00272,0
AOJABBKC_00273,0.477506
AOJABBKC_00274,0.383708
AOJABBKC_00275,0
AOJABBKC_00276,0
AOJABBKC_00277,0
AOJABBKC_00278,0.163655
AOJABBKC_00279,0.043544
AOJABBKC_00280,0
AOJABBKC_00281,0.699101
AOJABBKC_00282,0.418261
AOJABBKC_00283,0.423639
AOJABBKC_00284,0.101942
AOJABBKC_00285,0.128928
AOJABBKC_00286,0.346373
AOJABBKC_00287,0.275222
AOJABBKC_00288,0
AOJABBKC_00289,0.473795
AOJABBKC_00290,1.42212
AOJABBKC_00291,0.147028
AOJABBKC_00292,0
AOJABBKC_00293,0
AOJABBKC_00294,0.396309
AOJABBKC_00295,0.209851
AOJABBKC_00296,0.720019
AOJABBKC_00297,0.135546
AOJABBKC_00298,0.0388786
AOJABBKC_00299,0
AOJABBKC_00300,0.062174
AOJABBKC_00301,0
AOJABBKC_00302,0
AOJABBKC_00303,0.20136
AOJABBKC_00304,0.187863
AOJABBKC_00305,0.123217
AOJABBKC_00306,0.210503
AOJABBKC_00307,0.13517
AOJABBKC_00308,0
AOJABBKC_00309,0.140222
AOJABBKC_00310,0
AOJABBKC_00311,0
AOJABBKC_00312,0.708856
AOJABBKC_00313,0
AOJABBKC_00314,0.32658
AOJABBKC_00315,0
AOJABBKC_00316,0
AOJABBKC_00317,0
AOJABBKC_00318,0.128883
AOJABBKC_00319,0
AOJABBKC_00320,1.06737
AOJABBKC_00321,0
AOJABBKC_00322,0
AOJABBKC_00323,0
AOJABBKC_00324,0
AOJABBKC_00325,0
AOJABBKC_00326,0
AOJABBKC_00327,0
AOJABBKC_00328,0
AOJABBKC_00329,0.0463234
AOJABBKC_00330,0
AOJABBKC_00331,0
AOJABBKC_00332,0
AOJABBKC_00333,0
AOJABBKC_00334,0.132094
AOJABBKC_00335,0.519651
AOJABBKC_00336,0
AOJABBKC_00337,0
AOJABBKC_00338,1.01139
AOJABBKC_00339,0
AOJABBKC_00340,0
AOJABBKC_00341,0
AOJABBKC_00342,0
AOJABBKC_00343,0.116897
AOJABBKC_00344,0
AOJABBKC_00345,0
AOJABBKC_00346,0
AOJABBKC_00347,0
