SaanichInlet_10m_104_1,1.73023
SaanichInlet_10m_104_10,0.344725
SaanichInlet_10m_104_100,0.393871
SaanichInlet_10m_104_101,0.207852
SaanichInlet_10m_104_102,0.133515
SaanichInlet_10m_104_103,0.0274507
SaanichInlet_10m_104_104,0.390158
SaanichInlet_10m_104_105,0.822832
SaanichInlet_10m_104_106,0.117733
SaanichInlet_10m_104_107,0.0823344
SaanichInlet_10m_104_108,0.526433
SaanichInlet_10m_104_109,0.032955
SaanichInlet_10m_104_11,0.968066
SaanichInlet_10m_104_110,0.0912035
SaanichInlet_10m_104_111,0.100427
SaanichInlet_10m_104_112,0.235366
SaanichInlet_10m_104_113,0.162325
SaanichInlet_10m_104_114,0.234915
SaanichInlet_10m_104_115,1.35807
SaanichInlet_10m_104_116,0.639944
SaanichInlet_10m_104_117,0.450701
SaanichInlet_10m_104_118,23.464
SaanichInlet_10m_104_119,6.35499
SaanichInlet_10m_104_12,1.87524
SaanichInlet_10m_104_120,0.596249
SaanichInlet_10m_104_121,0.885422
SaanichInlet_10m_104_122,0.272977
SaanichInlet_10m_104_123,0.113181
SaanichInlet_10m_104_13,0.277453
SaanichInlet_10m_104_14,0.471399
SaanichInlet_10m_104_15,0.313237
SaanichInlet_10m_104_16,2.65108
SaanichInlet_10m_104_17,2.30492
SaanichInlet_10m_104_18,0.81442
SaanichInlet_10m_104_19,1.28183
SaanichInlet_10m_104_2,0.319536
SaanichInlet_10m_104_20,0.835551
SaanichInlet_10m_104_21,0.519381
SaanichInlet_10m_104_22,0.417984
SaanichInlet_10m_104_23,1.50724
SaanichInlet_10m_104_24,1.91468
SaanichInlet_10m_104_25,1.34603
SaanichInlet_10m_104_26,1.81165
SaanichInlet_10m_104_27,2.66438
SaanichInlet_10m_104_28,0.830109
SaanichInlet_10m_104_29,1.09254
SaanichInlet_10m_104_3,0.274422
SaanichInlet_10m_104_30,0.501152
SaanichInlet_10m_104_31,0.772265
SaanichInlet_10m_104_32,3.51301
SaanichInlet_10m_104_33,1.79676
SaanichInlet_10m_104_34,0.744165
SaanichInlet_10m_104_35,1.47416
SaanichInlet_10m_104_36,1.10661
SaanichInlet_10m_104_37,0.983075
SaanichInlet_10m_104_38,0.826547
SaanichInlet_10m_104_39,3.40066
SaanichInlet_10m_104_4,1.46465
SaanichInlet_10m_104_40,3.98979
